axis,level,method,seed,episode,success,utility,false_revision,missed_violation
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,0,0.324948,-0.664743,0.472754,0.578561
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,1,0.338523,-0.650067,0.464491,0.580598
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,2,0.331136,-0.672581,0.475357,0.588422
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,3,0.341714,-0.666853,0.466267,0.589033
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,4,0.360633,-0.648889,0.488788,0.577156
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,5,0.331867,-0.677089,0.473000,0.593115
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,6,0.346905,-0.644271,0.470620,0.568427
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,7,0.330527,-0.645148,0.448581,0.581176
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,8,0.307510,-0.684112,0.468471,0.567030
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,9,0.328994,-0.658610,0.477276,0.575490
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,10,0.314145,-0.682262,0.465330,0.588895
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,11,0.309888,-0.685682,0.473185,0.574896
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,12,0.333401,-0.660323,0.466914,0.589752
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,13,0.299434,-0.693880,0.457921,0.583589
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,14,0.358071,-0.652317,0.475499,0.584388
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,15,0.310262,-0.684409,0.470735,0.586993
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,16,0.354225,-0.637367,0.456107,0.587680
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,17,0.340169,-0.656016,0.459281,0.587361
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,18,0.322737,-0.685457,0.477482,0.590823
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,19,0.328041,-0.674396,0.472666,0.577295
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,20,0.342298,-0.659250,0.466545,0.592549
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,21,0.328715,-0.660108,0.475773,0.563531
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,22,0.322632,-0.640769,0.446377,0.564882
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,23,0.336760,-0.658017,0.464125,0.572746
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,24,0.336021,-0.668444,0.472416,0.588353
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,25,0.327303,-0.667103,0.467522,0.579555
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,26,0.340387,-0.670704,0.468026,0.580763
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,27,0.340779,-0.666655,0.475721,0.586834
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,28,0.365656,-0.641810,0.471657,0.596286
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,29,0.290830,-0.707166,0.451158,0.588748
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,30,0.309888,-0.685682,0.473185,0.574896
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,31,0.333401,-0.660323,0.466914,0.589752
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,32,0.299434,-0.693880,0.457921,0.583589
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,33,0.358071,-0.652317,0.475499,0.584388
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,34,0.310262,-0.684409,0.470735,0.586993
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,35,0.354225,-0.637367,0.456107,0.587680
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,36,0.340169,-0.656016,0.459281,0.587361
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,37,0.322737,-0.685457,0.477482,0.590823
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,38,0.328041,-0.674396,0.472666,0.577295
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,39,0.331628,-0.654492,0.457770,0.583987
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,40,0.328715,-0.660108,0.475773,0.563531
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,41,0.322632,-0.640769,0.446377,0.564882
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,42,0.336760,-0.658017,0.464125,0.572746
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,43,0.336021,-0.668444,0.472416,0.588353
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,44,0.327303,-0.667103,0.467522,0.579555
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,45,0.340387,-0.670704,0.468026,0.580763
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,46,0.340779,-0.666655,0.475721,0.586834
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,47,0.365656,-0.641810,0.471657,0.596286
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,48,0.290830,-0.707166,0.451158,0.588748
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,49,0.337170,-0.646212,0.453634,0.575397
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,50,0.333401,-0.660323,0.466914,0.589752
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,51,0.299434,-0.693880,0.457921,0.583589
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,52,0.358071,-0.652317,0.475499,0.584388
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,53,0.310262,-0.684409,0.470735,0.586993
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,54,0.354225,-0.637367,0.456107,0.587680
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,55,0.340169,-0.656016,0.459281,0.587361
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,56,0.322737,-0.685457,0.477482,0.590823
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,57,0.328041,-0.674396,0.472666,0.577295
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,58,0.331628,-0.654492,0.457770,0.583987
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,59,0.336476,-0.674987,0.488378,0.595190
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,60,0.322632,-0.640769,0.446377,0.564882
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,61,0.336760,-0.658017,0.464125,0.572746
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,62,0.336021,-0.668444,0.472416,0.588353
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,63,0.327303,-0.667103,0.467522,0.579555
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,64,0.340387,-0.670704,0.468026,0.580763
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,65,0.340779,-0.666655,0.475721,0.586834
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,66,0.365656,-0.641810,0.471657,0.596286
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,67,0.290830,-0.707166,0.451158,0.588748
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,68,0.337170,-0.646212,0.453634,0.575397
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,69,0.312520,-0.698738,0.478099,0.587098
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,70,0.299434,-0.693880,0.457921,0.583589
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,71,0.358071,-0.652317,0.475499,0.584388
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,72,0.310262,-0.684409,0.470735,0.586993
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,73,0.354225,-0.637367,0.456107,0.587680
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,74,0.340169,-0.656016,0.459281,0.587361
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,75,0.322737,-0.685457,0.477482,0.590823
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,76,0.328041,-0.674396,0.472666,0.577295
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,77,0.331628,-0.654492,0.457770,0.583987
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,78,0.336476,-0.674987,0.488378,0.595190
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,79,0.356956,-0.659776,0.472642,0.601020
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,80,0.336760,-0.658017,0.464125,0.572746
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,81,0.336021,-0.668444,0.472416,0.588353
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,82,0.327303,-0.667103,0.467522,0.579555
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,83,0.340387,-0.670704,0.468026,0.580763
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,84,0.340779,-0.666655,0.475721,0.586834
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,85,0.365656,-0.641810,0.471657,0.596286
intervention_ambiguity,0.000000,scalar_uncertainty_trigger,0,86,0.290830,-0.707166,0.451158,0.588748
